StoreNo,Month,Revenue Type,Revenue Motion,Product Category,Motion,  Revenue  
72626521,9/1/2018,Actuals,Recurring,Service Products,Low Pot,131560
72626521,9/1/2018,Actuals,Recurring,Product Green,Low Pot,526
72626521,9/1/2018,Actuals,Recurring,Support Blue,Low Pot,104
72626521,9/1/2018,Actuals,Recurring,Service Products,Low Pot,33702
72626521,9/1/2018,Actuals,Recurring,Product Orange,Low Pot,995
72626521,10/1/2018,Partner Fee,Not Recurring,Support Yellow,Low Pot,636
72626521,10/1/2018,Actuals,Recurring,Service Licenses,Low Pot,2535
72626521,10/1/2018,Actuals,Recurring,Service Products,Low Pot,128227
72626521,10/1/2018,Actuals,Recurring,Product Green,Low Pot,526
72626521,10/1/2018,Actuals,Recurring,Support Blue,Low Pot,108
72626521,10/1/2018,Actuals,Recurring,Service Products,Low Pot,34487
72626521,10/1/2018,Actuals,Recurring,Product Orange,Low Pot,1005
72626521,11/1/2018,Partner Fee,Not Recurring,Support Yellow,Low Pot,663
72626521,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,2453
72626521,11/1/2018,Actuals,Recurring,Service Products,Low Pot,128300
72626521,11/1/2018,Actuals,Recurring,Product Green,Low Pot,526
72626521,11/1/2018,Actuals,Recurring,Support Blue,Low Pot,104
72626521,11/1/2018,Actuals,Recurring,Service Products,Low Pot,37998
72626521,11/1/2018,Actuals,Recurring,Product Orange,Low Pot,969
72626521,12/1/2018,Partner Fee,Not Recurring,Support Yellow,Low Pot,709
72626521,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,2535
72626521,12/1/2018,Actuals,Recurring,Service Products,Low Pot,129715
72626521,12/1/2018,Actuals,Recurring,Product Green,Low Pot,526
72626521,12/1/2018,Actuals,Recurring,Support Blue,Low Pot,108
72626521,12/1/2018,Actuals,Recurring,Service Products,Low Pot,39242
72626521,12/1/2018,Actuals,Recurring,Product Orange,Low Pot,1010
72626521,1/1/2019,Partner Fee,Not Recurring,Support Yellow,Low Pot,688
72626521,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,2831
72626521,1/1/2019,Actuals,Recurring,Service Products,Low Pot,119116
72626521,1/1/2019,Actuals,Recurring,Product Green,Low Pot,539
72626521,1/1/2019,Actuals,Recurring,Support Blue,Low Pot,108
72626521,1/1/2019,Actuals,Recurring,Service Products,Low Pot,38639
72626521,1/1/2019,Actuals,Recurring,Product Orange,Low Pot,1171
80303521,7/1/2017,Actuals,Recurring,Service Products,Low Pot,1648
80303521,8/1/2017,Actuals,Recurring,Service Products,Low Pot,1876
80303521,9/1/2017,Actuals,Recurring,Service Products,Low Pot,2081
80303521,10/1/2017,Actuals,Recurring,Service Products,Low Pot,2974
80303521,11/1/2017,Actuals,Recurring,Service Products,Low Pot,4729
80303521,12/1/2017,Actuals,Recurring,Service Products,Low Pot,3700
80303521,1/1/2018,Actuals,Recurring,Service Products,Low Pot,3903
80303521,1/1/2018,Actuals,Recurring,Product Green,Low Pot,94
80303521,2/1/2018,Actuals,Recurring,Service Products,Low Pot,2702
80303521,2/1/2018,Actuals,Recurring,Product Green,Low Pot,122
80303521,3/1/2018,Actuals,Recurring,Service Products,Low Pot,2362
80303521,3/1/2018,Actuals,Recurring,Product Green,Low Pot,122
80303521,4/1/2018,Actuals,Recurring,Service Products,Low Pot,3005
80303521,4/1/2018,Actuals,Recurring,Product Green,Low Pot,122
80303521,5/1/2018,Actuals,Recurring,Service Products,Low Pot,3776
80303521,5/1/2018,Actuals,Recurring,Product Green,Low Pot,177
80303521,5/1/2018,Actuals,Recurring,Product Orange,Low Pot,15
80303521,6/1/2018,Actuals,Recurring,Service Products,Low Pot,4040
80303521,6/1/2018,Actuals,Recurring,Product Green,Low Pot,196
80303521,6/1/2018,Actuals,Recurring,Product Orange,Low Pot,81
80303521,7/1/2018,Actuals,Recurring,Service Licenses,Low Pot,18
80303521,7/1/2018,Actuals,Recurring,Service Products,Low Pot,5165
80303521,7/1/2018,Actuals,Recurring,Product Green,Low Pot,196
80303521,7/1/2018,Actuals,Recurring,Product Orange,Low Pot,81
80303521,8/1/2018,Actuals,Recurring,Service Licenses,Low Pot,7
80303521,8/1/2018,Actuals,Recurring,Service Products,Low Pot,7484
80303521,8/1/2018,Actuals,Recurring,Product Green,Low Pot,196
80303521,8/1/2018,Actuals,Recurring,Product Orange,Low Pot,83
80303521,9/1/2018,Actuals,Recurring,Service Licenses,Low Pot,47
80303521,9/1/2018,Actuals,Recurring,Service Products,Low Pot,8771
80303521,9/1/2018,Actuals,Recurring,Product Green,Low Pot,196
80303521,9/1/2018,Actuals,Recurring,Product Orange,Low Pot,88
80303521,10/1/2018,Actuals,Recurring,Service Licenses,Low Pot,82
80303521,10/1/2018,Actuals,Recurring,Service Products,Low Pot,10809
80303521,10/1/2018,Actuals,Recurring,Product Green,Low Pot,196
80303521,10/1/2018,Actuals,Recurring,Product Orange,Low Pot,101
80303521,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,140
80303521,11/1/2018,Actuals,Recurring,Service Products,Low Pot,14233
80303521,11/1/2018,Actuals,Recurring,Product Green,Low Pot,245
80303521,11/1/2018,Actuals,Recurring,Support Blue,Low Pot,2
80303521,11/1/2018,Actuals,Recurring,Product Orange,Low Pot,105
80303521,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,144
80303521,12/1/2018,Actuals,Recurring,Service Products,Low Pot,14272
80303521,12/1/2018,Actuals,Recurring,Product Green,Low Pot,379
80303521,12/1/2018,Actuals,Recurring,Product Orange,Low Pot,75
80303521,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,119
80303521,1/1/2019,Actuals,Recurring,Service Products,Low Pot,14404
80303521,1/1/2019,Actuals,Recurring,Product Green,Low Pot,379
80303521,1/1/2019,Actuals,Recurring,Product Orange,Low Pot,101
81212521,6/1/2018,Registration Fee,Not Recurring,Support Yellow,Low Pot,32228
81212521,7/1/2018,Actuals,Recurring,Service Licenses,Low Pot,103
81212521,8/1/2018,Actuals,Recurring,Service Licenses,Low Pot,151
81212521,8/1/2018,Actuals,Recurring,Service Products,Low Pot,9
81212521,9/1/2018,Actuals,Recurring,Service Licenses,Low Pot,175
81212521,9/1/2018,Actuals,Recurring,Service Products,Low Pot,16
81212521,10/1/2018,Actuals,Recurring,Service Licenses,Low Pot,246
81212521,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,238
81212521,11/1/2018,Actuals,Recurring,Product Green,Low Pot,504
81212521,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,246
81212521,12/1/2018,Actuals,Recurring,Product Green,Low Pot,504
81212521,1/1/2019,Registration Fee,Not Recurring,Support Yellow,Low Pot,15000
81212521,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,246
81212521,1/1/2019,Actuals,Recurring,Product Green,Low Pot,504
81414521,7/1/2017,Actuals,Recurring,Service Products,Low Pot,165
81414521,8/1/2017,Actuals,Recurring,Service Products,Low Pot,169
81414521,9/1/2017,Actuals,Recurring,Service Products,Low Pot,30
81414521,2/1/2018,Actuals,Recurring,Service Products,Low Pot,4
81414521,3/1/2018,Actuals,Recurring,Service Products,Low Pot,22
81414521,4/1/2018,Actuals,Recurring,Service Products,Low Pot,25
81414521,5/1/2018,Actuals,Recurring,Service Products,Low Pot,24
81414521,6/1/2018,Actuals,Recurring,Service Products,Low Pot,25
81414521,7/1/2018,Actuals,Recurring,Service Products,Low Pot,24
81414521,8/1/2018,Actuals,Recurring,Service Products,Low Pot,24
81414521,9/1/2018,Actuals,Recurring,Service Products,Low Pot,23
94444521,5/1/2018,Actuals,Recurring,Service Products,Low Pot,205
94444521,6/1/2018,Actuals,Recurring,Service Products,Low Pot,681
94444521,7/1/2018,Actuals,Recurring,Service Products,Low Pot,48
94444521,8/1/2018,Actuals,Recurring,Service Products,Low Pot,48
94444521,9/1/2018,Actuals,Recurring,Service Products,Low Pot,37
99393521,7/1/2017,Actuals,Recurring,Service Products,Low Pot,1236
99393521,8/1/2017,Actuals,Recurring,Service Products,Low Pot,1322
99393521,9/1/2017,Actuals,Recurring,Service Products,Low Pot,1273
99393521,10/1/2017,Actuals,Recurring,Service Products,Low Pot,1335
99393521,11/1/2017,Actuals,Recurring,Service Products,Low Pot,2146
99393521,12/1/2017,Actuals,Recurring,Service Products,Low Pot,3661
99393521,1/1/2018,Actuals,Recurring,Service Products,Low Pot,6168
99393521,2/1/2018,Actuals,Recurring,Service Products,Low Pot,6139
99393521,3/1/2018,Actuals,Recurring,Service Products,Low Pot,6291
99393521,4/1/2018,Registration Fee,Not Recurring,Support Yellow,Low Pot,2689
99393521,4/1/2018,Actuals,Recurring,Service Products,Low Pot,4763
99393521,5/1/2018,Actuals,Recurring,Service Products,Low Pot,4633
99393521,6/1/2018,Actuals,Recurring,Service Products,Low Pot,4582
99393521,7/1/2018,Actuals,Recurring,Service Products,Low Pot,4014
99393521,8/1/2018,Actuals,Recurring,Service Products,Low Pot,4064
99393521,9/1/2018,Actuals,Recurring,Service Products,Low Pot,4001
99393521,10/1/2018,Actuals,Recurring,Service Products,Low Pot,4281
99393521,11/1/2018,Actuals,Recurring,Service Licenses,Low Pot,20
99393521,11/1/2018,Actuals,Recurring,Service Products,Low Pot,4016
99393521,11/1/2018,Actuals,Recurring,Product Orange,Low Pot,30
99393521,12/1/2018,Actuals,Recurring,Service Licenses,Low Pot,38
99393521,12/1/2018,Actuals,Recurring,Service Products,Low Pot,4028
99393521,12/1/2018,Actuals,Recurring,Product Orange,Low Pot,59
99393521,1/1/2019,Actuals,Recurring,Service Licenses,Low Pot,128
99393521,1/1/2019,Actuals,Recurring,Service Products,Low Pot,4076
99393521,1/1/2019,Actuals,Recurring,Product Orange,Low Pot,534
8686522,7/1/2017,Actuals,Recurring,Service Licenses,High Potential,20519
8686522,7/1/2017,Actuals,Recurring,Service Products,High Potential,157900
8686522,7/1/2017,Actuals,Recurring,Product Green,High Potential,5779
8686522,7/1/2017,Actuals,Recurring,Support Blue,High Potential,272
8686522,7/1/2017,Actuals,Recurring,Service Licenses,High Potential,4705
8686522,7/1/2017,Actuals,Recurring,Service Products,High Potential,25319
8686522,7/1/2017,Actuals,Recurring,Product Orange,High Potential,15167
8686522,8/1/2017,Partner Fee,Not Recurring,Support Yellow,High Potential,9691
8686522,8/1/2017,Actuals,Recurring,Service Licenses,High Potential,20952
8686522,8/1/2017,Actuals,Recurring,Service Products,High Potential,161232
8686522,8/1/2017,Actuals,Recurring,Product Green,High Potential,6036
8686522,8/1/2017,Actuals,Recurring,Support Blue,High Potential,258
8686522,8/1/2017,Actuals,Recurring,Service Licenses,High Potential,4705
8686522,8/1/2017,Actuals,Recurring,Service Products,High Potential,25199
8686522,8/1/2017,Actuals,Recurring,Product Orange,High Potential,14656
8686522,9/1/2017,Partner Fee,Not Recurring,Support Yellow,High Potential,5364
8686522,9/1/2017,Actuals,Recurring,Service Licenses,High Potential,21712
8686522,9/1/2017,Actuals,Recurring,Service Products,High Potential,159960
8686522,9/1/2017,Actuals,Recurring,Product Green,High Potential,5762
8686522,9/1/2017,Actuals,Recurring,Support Blue,High Potential,210
8686522,9/1/2017,Actuals,Recurring,Service Licenses,High Potential,4556
8686522,9/1/2017,Actuals,Recurring,Service Products,High Potential,24317
8686522,9/1/2017,Actuals,Recurring,Product Orange,High Potential,14382
8686522,10/1/2017,Partner Fee,Not Recurring,Support Yellow,High Potential,5251
8686522,10/1/2017,Actuals,Recurring,Service Licenses,High Potential,20705
8686522,10/1/2017,Actuals,Recurring,Service Products,High Potential,179178
8686522,10/1/2017,Actuals,Recurring,Product Green,High Potential,5849
8686522,10/1/2017,Actuals,Recurring,Support Blue,High Potential,245
8686522,10/1/2017,Actuals,Recurring,Service Licenses,High Potential,4705
8686522,10/1/2017,Actuals,Recurring,Service Products,High Potential,26745
8686522,10/1/2017,Actuals,Recurring,Product Orange,High Potential,16047
8686522,11/1/2017,Partner Fee,Not Recurring,Support Yellow,High Potential,6025
8686522,11/1/2017,Actuals,Recurring,Service Licenses,High Potential,21906
8686522,11/1/2017,Actuals,Recurring,Service Products,High Potential,188748
8686522,11/1/2017,Actuals,Recurring,Product Green,High Potential,6208
8686522,11/1/2017,Actuals,Recurring,Support Blue,High Potential,279
8686522,11/1/2017,Actuals,Recurring,Service Licenses,High Potential,4559
8686522,11/1/2017,Actuals,Recurring,Service Products,High Potential,25638
8686522,11/1/2017,Actuals,Recurring,Product Orange,High Potential,20027
8686522,12/1/2017,Partner Fee,Not Recurring,Support Yellow,High Potential,5313
8686522,12/1/2017,Actuals,Recurring,Service Licenses,High Potential,25815
8686522,12/1/2017,Actuals,Recurring,Service Products,High Potential,201749
8686522,12/1/2017,Actuals,Recurring,Product Green,High Potential,6418
8686522,12/1/2017,Actuals,Recurring,Support Blue,High Potential,285
8686522,12/1/2017,Actuals,Recurring,Service Licenses,High Potential,4711
8686522,12/1/2017,Actuals,Recurring,Service Products,High Potential,25084
8686522,12/1/2017,Actuals,Recurring,Product Orange,High Potential,24274
8686522,1/1/2018,Partner Fee,Not Recurring,Support Yellow,High Potential,5974
8686522,1/1/2018,Actuals,Recurring,Service Licenses,High Potential,26937
8686522,1/1/2018,Actuals,Recurring,Service Products,High Potential,208667
8686522,1/1/2018,Actuals,Recurring,Product Green,High Potential,6461
8686522,1/1/2018,Actuals,Recurring,Support Blue,High Potential,320
8686522,1/1/2018,Actuals,Recurring,Service Licenses,High Potential,4711
8686522,1/1/2018,Actuals,Recurring,Service Products,High Potential,23561
8686522,1/1/2018,Actuals,Recurring,Product Orange,High Potential,25966
8686522,2/1/2018,Partner Fee,Not Recurring,Support Yellow,High Potential,5167
8686522,2/1/2018,Actuals,Recurring,Service Licenses,High Potential,23967
8686522,2/1/2018,Actuals,Recurring,Service Products,High Potential,191667
8686522,2/1/2018,Actuals,Recurring,Product Green,High Potential,5534
8686522,2/1/2018,Actuals,Recurring,Support Blue,High Potential,330
8686522,2/1/2018,Actuals,Recurring,Service Licenses,High Potential,4255
8686522,2/1/2018,Actuals,Recurring,Service Products,High Potential,19360
8686522,2/1/2018,Actuals,Recurring,Product Orange,High Potential,24804
8686522,3/1/2018,Partner Fee,Not Recurring,Support Yellow,High Potential,10852
8686522,3/1/2018,Actuals,Recurring,Service Licenses,High Potential,29821
8686522,3/1/2018,Actuals,Recurring,Service Products,High Potential,218266
8686522,3/1/2018,Actuals,Recurring,Product Green,High Potential,7139
8686522,3/1/2018,Actuals,Recurring,Support Blue,High Potential,334
8686522,3/1/2018,Actuals,Recurring,Service Licenses,High Potential,4847
8686522,3/1/2018,Actuals,Recurring,Service Products,High Potential,22155
8686522,3/1/2018,Actuals,Recurring,Product Orange,High Potential,32815
8686522,4/1/2018,Partner Fee,Not Recurring,Support Yellow,High Potential,16943
8686522,4/1/2018,Actuals,Recurring,Service Licenses,High Potential,30157
8686522,4/1/2018,Actuals,Recurring,Service Products,High Potential,232885
8686522,4/1/2018,Actuals,Recurring,Product Green,High Potential,11223
8686522,4/1/2018,Actuals,Recurring,Support Blue,High Potential,324
8686522,4/1/2018,Actuals,Recurring,Service Licenses,High Potential,6043
8686522,4/1/2018,Actuals,Recurring,Service Products,High Potential,21498
8686522,4/1/2018,Actuals,Recurring,Product Orange,High Potential,37182
8686522,5/1/2018,Partner Fee,Not Recurring,Support Yellow,High Potential,25001
8686522,5/1/2018,Actuals,Recurring,Service Licenses,High Potential,29497
8686522,5/1/2018,Actuals,Recurring,Service Products,High Potential,252524
8686522,5/1/2018,Actuals,Recurring,Product Green,High Potential,11144
8686522,5/1/2018,Actuals,Recurring,Support Blue,High Potential,340
8686522,5/1/2018,Actuals,Recurring,Service Licenses,High Potential,6244
8686522,5/1/2018,Actuals,Recurring,Service Products,High Potential,22566
8686522,5/1/2018,Actuals,Recurring,Product Orange,High Potential,44907
8686522,6/1/2018,Registration Fee,Not Recurring,Support Yellow,High Potential,22580
8686522,6/1/2018,Partner Fee,Not Recurring,Support Yellow,High Potential,29354
8686522,6/1/2018,Actuals,Recurring,Service Licenses,High Potential,28954
8686522,6/1/2018,Actuals,Recurring,Service Products,High Potential,248373
8686522,6/1/2018,Actuals,Recurring,Product Green,High Potential,10015
8686522,6/1/2018,Actuals,Recurring,Support Blue,High Potential,337
8686522,6/1/2018,Actuals,Recurring,Service Licenses,High Potential,4901
8686522,6/1/2018,Actuals,Recurring,Service Products,High Potential,21974
8686522,6/1/2018,Actuals,Recurring,Product Orange,High Potential,41607
8686522,7/1/2018,Actuals,Recurring,Service Licenses,High Potential,44826
8686522,7/1/2018,Actuals,Recurring,Service Products,High Potential,262609
8686522,7/1/2018,Actuals,Recurring,Product Green,High Potential,9069
8686522,7/1/2018,Actuals,Recurring,Support Blue,High Potential,384
8686522,7/1/2018,Actuals,Recurring,Service Licenses,High Potential,4711
8686522,7/1/2018,Actuals,Recurring,Service Products,High Potential,23699
8686522,7/1/2018,Actuals,Recurring,Product Orange,High Potential,40655
8686522,8/1/2018,Partner Fee,Not Recurring,Support Yellow,High Potential,13360
8686522,8/1/2018,Actuals,Recurring,Service Licenses,High Potential,52886
8686522,8/1/2018,Actuals,Recurring,Service Products,High Potential,267311
8686522,8/1/2018,Actuals,Recurring,Product Green,High Potential,9645
8686522,8/1/2018,Actuals,Recurring,Support Blue,High Potential,395
8686522,8/1/2018,Actuals,Recurring,Service Licenses,High Potential,4711
8686522,8/1/2018,Actuals,Recurring,Service Products,High Potential,23122
8686522,8/1/2018,Actuals,Recurring,Product Orange,High Potential,44382
8686522,9/1/2018,Partner Fee,Not Recurring,Support Yellow,High Potential,11638
8686522,9/1/2018,Actuals,Recurring,Service Licenses,High Potential,35338
8686522,9/1/2018,Actuals,Recurring,Service Products,High Potential,267862
8686522,9/1/2018,Actuals,Recurring,Product Green,High Potential,12341
8686522,9/1/2018,Actuals,Recurring,Support Blue,High Potential,409
8686522,9/1/2018,Actuals,Recurring,Service Licenses,High Potential,4558
8686522,9/1/2018,Actuals,Recurring,Service Products,High Potential,22204
8686522,9/1/2018,Actuals,Recurring,Product Orange,High Potential,47432
8686522,10/1/2018,Partner Fee,Not Recurring,Support Yellow,High Potential,4943
8686522,10/1/2018,Actuals,Recurring,Service Licenses,High Potential,37786
8686522,10/1/2018,Actuals,Recurring,Service Products,High Potential,277502
8686522,10/1/2018,Actuals,Recurring,Product Green,High Potential,11212
8686522,10/1/2018,Actuals,Recurring,Support Blue,High Potential,441
8686522,10/1/2018,Actuals,Recurring,Service Licenses,High Potential,4711
8686522,10/1/2018,Actuals,Recurring,Service Products,High Potential,21392
8686522,10/1/2018,Actuals,Recurring,Product Orange,High Potential,49869
8686522,11/1/2018,Registration Fee,Not Recurring,Support Yellow,High Potential,10811
8686522,11/1/2018,Partner Fee,Not Recurring,Support Yellow,High Potential,11085
8686522,11/1/2018,Actuals,Recurring,Service Licenses,High Potential,41118
8686522,11/1/2018,Actuals,Recurring,Service Products,High Potential,275943
8686522,11/1/2018,Actuals,Recurring,Product Green,High Potential,10866
8686522,11/1/2018,Actuals,Recurring,Support Blue,High Potential,453
8686522,11/1/2018,Actuals,Recurring,Service Licenses,High Potential,4559
8686522,11/1/2018,Actuals,Recurring,Service Products,High Potential,16799
8686522,11/1/2018,Actuals,Recurring,Product Orange,High Potential,61959
8686522,12/1/2018,Partner Fee,Not Recurring,Support Yellow,High Potential,10843
8686522,12/1/2018,Actuals,Recurring,Service Licenses,High Potential,46189
8686522,12/1/2018,Actuals,Recurring,Service Products,High Potential,292941
8686522,12/1/2018,Actuals,Recurring,Product Green,High Potential,7938
8686522,12/1/2018,Actuals,Recurring,Support Blue,High Potential,459
8686522,12/1/2018,Actuals,Recurring,Service Licenses,High Potential,4711
8686522,12/1/2018,Actuals,Recurring,Service Products,High Potential,18393
8686522,12/1/2018,Actuals,Recurring,Product Orange,High Potential,53495
8686522,1/1/2019,Registration Fee,Not Recurring,Support Yellow,High Potential,8735
8686522,1/1/2019,Partner Fee,Not Recurring,Support Yellow,High Potential,10560
8686522,1/1/2019,Actuals,Recurring,Service Licenses,High Potential,52647
8686522,1/1/2019,Actuals,Recurring,Service Products,High Potential,331422
8686522,1/1/2019,Actuals,Recurring,Product Green,High Potential,8660
8686522,1/1/2019,Actuals,Recurring,Support Blue,High Potential,494
8686522,1/1/2019,Actuals,Recurring,Service Licenses,High Potential,5581
8686522,1/1/2019,Actuals,Recurring,Service Products,High Potential,20266
8686522,1/1/2019,Actuals,Recurring,Product Orange,High Potential,60821
19292522,7/1/2017,Actuals,Recurring,Service Licenses,High Potential,1137
19292522,7/1/2017,Actuals,Recurring,Service Products,High Potential,9072
19292522,7/1/2017,Actuals,Recurring,Product Green,High Potential,23
19292522,7/1/2017,Actuals,Recurring,Support Blue,High Potential,4
19292522,7/1/2017,Actuals,Recurring,Service Products,High Potential,11
19292522,7/1/2017,Actuals,Recurring,Product Orange,High Potential,1020
19292522,8/1/2017,Actuals,Recurring,Service Licenses,High Potential,1007
19292522,8/1/2017,Actuals,Recurring,Service Products,High Potential,10901
19292522,8/1/2017,Actuals,Recurring,Product Green,High Potential,23
19292522,8/1/2017,Actuals,Recurring,Support Blue,High Potential,2
19292522,8/1/2017,Actuals,Recurring,Product Orange,High Potential,373
19292522,9/1/2017,Actuals,Recurring,Service Licenses,High Potential,1019
19292522,9/1/2017,Actuals,Recurring,Service Products,High Potential,10921
19292522,9/1/2017,Actuals,Recurring,Product Green,High Potential,23
19292522,9/1/2017,Actuals,Recurring,Support Blue,High Potential,4
19292522,9/1/2017,Actuals,Recurring,Product Orange,High Potential,747
19292522,10/1/2017,Actuals,Recurring,Service Licenses,High Potential,928
19292522,10/1/2017,Actuals,Recurring,Service Products,High Potential,13608
19292522,10/1/2017,Actuals,Recurring,Product Green,High Potential,24
19292522,10/1/2017,Actuals,Recurring,Support Blue,High Potential,27
19292522,10/1/2017,Actuals,Recurring,Service Products,High Potential,16
19292522,10/1/2017,Actuals,Recurring,Product Orange,High Potential,2924
19292522,11/1/2017,Actuals,Recurring,Service Licenses,High Potential,1219
19292522,11/1/2017,Actuals,Recurring,Service Products,High Potential,12994
19292522,11/1/2017,Actuals,Recurring,Product Green,High Potential,24
19292522,11/1/2017,Actuals,Recurring,Support Blue,High Potential,18
19292522,11/1/2017,Actuals,Recurring,Service Products,High Potential,80
19292522,11/1/2017,Actuals,Recurring,Product Orange,High Potential,3679
19292522,12/1/2017,Actuals,Recurring,Service Licenses,High Potential,1219
19292522,12/1/2017,Actuals,Recurring,Service Products,High Potential,16007
19292522,12/1/2017,Actuals,Recurring,Product Green,High Potential,24
19292522,12/1/2017,Actuals,Recurring,Support Blue,High Potential,4
19292522,12/1/2017,Actuals,Recurring,Service Products,High Potential,92
19292522,12/1/2017,Actuals,Recurring,Product Orange,High Potential,5197
19292522,1/1/2018,Actuals,Recurring,Service Licenses,High Potential,1072
19292522,1/1/2018,Actuals,Recurring,Service Products,High Potential,12985
19292522,1/1/2018,Actuals,Recurring,Product Green,High Potential,24
19292522,1/1/2018,Actuals,Recurring,Support Blue,High Potential,6
19292522,1/1/2018,Actuals,Recurring,Service Products,High Potential,35
19292522,1/1/2018,Actuals,Recurring,Product Orange,High Potential,5542
19292522,2/1/2018,Actuals,Recurring,Service Licenses,High Potential,928
19292522,2/1/2018,Actuals,Recurring,Service Products,High Potential,17771
19292522,2/1/2018,Actuals,Recurring,Product Green,High Potential,24
19292522,2/1/2018,Actuals,Recurring,Support Blue,High Potential,10
19292522,2/1/2018,Actuals,Recurring,Service Products,High Potential,12
19292522,2/1/2018,Actuals,Recurring,Product Orange,High Potential,4900
19292522,3/1/2018,Actuals,Recurring,Service Licenses,High Potential,1133
19292522,3/1/2018,Actuals,Recurring,Service Products,High Potential,19317
19292522,3/1/2018,Actuals,Recurring,Product Green,High Potential,24
19292522,3/1/2018,Actuals,Recurring,Support Blue,High Potential,9
19292522,3/1/2018,Actuals,Recurring,Service Products,High Potential,13
19292522,3/1/2018,Actuals,Recurring,Product Orange,High Potential,1792
19292522,4/1/2018,Actuals,Recurring,Service Licenses,High Potential,1498
19292522,4/1/2018,Actuals,Recurring,Service Products,High Potential,24143
19292522,4/1/2018,Actuals,Recurring,Product Green,High Potential,23
19292522,4/1/2018,Actuals,Recurring,Support Blue,High Potential,7
19292522,4/1/2018,Actuals,Recurring,Service Products,High Potential,13
19292522,4/1/2018,Actuals,Recurring,Product Orange,High Potential,772
19292522,5/1/2018,Actuals,Recurring,Service Licenses,High Potential,1642
19292522,5/1/2018,Actuals,Recurring,Service Products,High Potential,17702
19292522,5/1/2018,Actuals,Recurring,Product Green,High Potential,23
19292522,5/1/2018,Actuals,Recurring,Support Blue,High Potential,7
19292522,5/1/2018,Actuals,Recurring,Service Products,High Potential,13
19292522,5/1/2018,Actuals,Recurring,Product Orange,High Potential,2393
19292522,6/1/2018,Registration Fee,Not Recurring,Support Yellow,High Potential,28480
19292522,6/1/2018,Actuals,Recurring,Service Licenses,High Potential,2700
19292522,6/1/2018,Actuals,Recurring,Service Products,High Potential,15043
19292522,6/1/2018,Actuals,Recurring,Product Green,High Potential,23
19292522,6/1/2018,Actuals,Recurring,Support Blue,High Potential,5
19292522,6/1/2018,Actuals,Recurring,Service Products,High Potential,13
19292522,6/1/2018,Actuals,Recurring,Product Orange,High Potential,2325
19292522,7/1/2018,Actuals,Recurring,Service Licenses,High Potential,1957
19292522,7/1/2018,Actuals,Recurring,Service Products,High Potential,9430
19292522,7/1/2018,Actuals,Recurring,Product Green,High Potential,23
19292522,7/1/2018,Actuals,Recurring,Support Blue,High Potential,7
19292522,7/1/2018,Actuals,Recurring,Service Products,High Potential,13
19292522,7/1/2018,Actuals,Recurring,Product Orange,High Potential,904
19292522,8/1/2018,Actuals,Recurring,Service Licenses,High Potential,2097
19292522,8/1/2018,Actuals,Recurring,Service Products,High Potential,11430
19292522,8/1/2018,Actuals,Recurring,Product Green,High Potential,23
19292522,8/1/2018,Actuals,Recurring,Support Blue,High Potential,5
19292522,8/1/2018,Actuals,Recurring,Service Products,High Potential,13
19292522,8/1/2018,Actuals,Recurring,Product Orange,High Potential,1413
19292522,9/1/2018,Actuals,Recurring,Service Licenses,High Potential,2040
19292522,9/1/2018,Actuals,Recurring,Service Products,High Potential,15892
19292522,9/1/2018,Actuals,Recurring,Product Green,High Potential,23
19292522,9/1/2018,Actuals,Recurring,Support Blue,High Potential,7
19292522,9/1/2018,Actuals,Recurring,Service Products,High Potential,176
19292522,9/1/2018,Actuals,Recurring,Product Orange,High Potential,1417
19292522,10/1/2018,Actuals,Recurring,Service Licenses,High Potential,2025
19292522,10/1/2018,Actuals,Recurring,Service Products,High Potential,10703
19292522,10/1/2018,Actuals,Recurring,Product Green,High Potential,23
19292522,10/1/2018,Actuals,Recurring,Support Blue,High Potential,8
19292522,10/1/2018,Actuals,Recurring,Service Products,High Potential,13
19292522,10/1/2018,Actuals,Recurring,Product Orange,High Potential,1456
19292522,11/1/2018,Actuals,Recurring,Service Licenses,High Potential,1974
19292522,11/1/2018,Actuals,Recurring,Service Products,High Potential,8848
19292522,11/1/2018,Actuals,Recurring,Product Green,High Potential,23
19292522,11/1/2018,Actuals,Recurring,Support Blue,High Potential,6
19292522,11/1/2018,Actuals,Recurring,Service Products,High Potential,15
19292522,11/1/2018,Actuals,Recurring,Product Orange,High Potential,1572
19292522,12/1/2018,Actuals,Recurring,Service Licenses,High Potential,2283
19292522,12/1/2018,Actuals,Recurring,Service Products,High Potential,9298
19292522,12/1/2018,Actuals,Recurring,Product Green,High Potential,23
19292522,12/1/2018,Actuals,Recurring,Support Blue,High Potential,6
19292522,12/1/2018,Actuals,Recurring,Service Products,High Potential,114
19292522,12/1/2018,Actuals,Recurring,Product Orange,High Potential,1962
